Commercial_Code,Service_Industry_Name,Administrative_District,Deposit_Amount,Monthly_Rent,Workplace,Resident,Male,Female,Monthly_Average_Sales,Age_Group_10s,Age_Group_20s,Age_Group_30s,Age_Group_40s,Age_Group_50s,Age_Group_60s
3120039,호프-간이주점,중구,2500,5,42.45,57.55,47.55,52.45,24577,0,0,0,0,1,1
3120040,분식전문점,용산구,2671,10,85.3,14.7,56.94,43.06,22378,0,0,0,1,0,0
3120040,양식음식점,용산구,3132,10,85.3,14.7,56.94,43.06,9677,0,0,1,0,0,0
3120040,일식음식점,용산구,4221,11,85.3,14.7,56.94,43.06,9951,0,0,1,0,0,0
3120040,중식음식점,용산구,3325,10,85.3,14.7,56.94,43.06,10523,0,0,0,1,0,0
3120040,치킨전문점,용산구,3350,11,85.3,14.7,56.94,43.06,2288,0,0,0,1,0,0
3120040,커피-음료,용산구,3687,11,85.3,14.7,56.94,43.06,28181,0,0,1,1,0,0
3120040,한식음식점,용산구,3426,11,85.3,14.7,56.94,43.06,122766,0,1,1,1,1,1
3120040,호프-간이주점,용산구,4307,11,85.3,14.7,56.94,43.06,5930,0,0,1,0,0,0
3120041,분식전문점,용산구,2671,10,77.33,22.67,52.98,47.02,39587,1,1,1,1,1,0
3120041,양식음식점,용산구,3132,10,77.33,22.67,52.98,47.02,9523,0,0,1,0,0,0
3120041,일식음식점,용산구,4221,11,77.33,22.67,52.98,47.02,51780,0,1,1,1,0,0
3120041,치킨전문점,용산구,3350,11,77.33,22.67,52.98,47.02,15676,0,0,1,0,0,0
3120041,커피-음료,용산구,3687,11,77.33,22.67,52.98,47.02,94923,1,1,1,1,1,0
3120041,패스트푸드점,용산구,2800,16,77.33,22.67,52.98,47.02,10260,0,0,1,0,0,0
3120041,한식음식점,용산구,3426,11,77.33,22.67,52.98,47.02,509939,1,1,1,1,1,1
3120041,호프-간이주점,용산구,4307,11,77.33,22.67,52.98,47.02,15855,0,0,1,0,0,0
3120042,분식전문점,용산구,2671,10,93.43,6.57,50.59,49.41,15919,0,0,1,0,0,0
3120042,양식음식점,용산구,3132,10,93.43,6.57,50.59,49.41,2285,0,0,1,0,0,0
3120042,일식음식점,용산구,4221,11,93.43,6.57,50.59,49.41,6344,0,0,1,0,0,0
3120042,중식음식점,용산구,3325,10,93.43,6.57,50.59,49.41,2834,0,1,0,0,0,0
3120042,치킨전문점,용산구,3350,11,93.43,6.57,50.59,49.41,2612,0,0,1,0,0,0
3120042,커피-음료,용산구,3687,11,93.43,6.57,50.59,49.41,25723,1,1,1,0,0,0
3120042,패스트푸드점,용산구,2800,16,93.43,6.57,50.59,49.41,10370,1,1,0,0,0,0
3120042,한식음식점,용산구,3426,11,93.43,6.57,50.59,49.41,76354,1,1,1,1,1,1
3120042,호프-간이주점,용산구,4307,11,93.43,6.57,50.59,49.41,40013,1,1,1,0,0,0
3120043,분식전문점,중구,2250,9,96.11,3.89,54.52,45.48,26415,0,0,1,1,0,0
3120043,양식음식점,중구,2000,3,96.11,3.89,54.52,45.48,57543,0,0,1,1,0,0
3120043,중식음식점,중구,3000,4,96.11,3.89,54.52,45.48,32607,0,0,1,0,0,0
3120043,치킨전문점,중구,767,4,96.11,3.89,54.52,45.48,7605,0,0,0,1,0,0
3120043,커피-음료,중구,2125,4,96.11,3.89,54.52,45.48,154569,0,1,1,1,1,1
3120043,패스트푸드점,중구,1500,7,96.11,3.89,54.52,45.48,35045,0,1,1,0,0,0
3120043,한식음식점,중구,3000,5,96.11,3.89,54.52,45.48,464904,1,1,1,1,1,1
3120043,호프-간이주점,중구,2500,5,96.11,3.89,54.52,45.48,3585,0,0,0,1,0,0
3120044,분식전문점,용산구,2671,10,52.92,47.08,54.56,45.44,5496,0,1,0,0,0,0
3120044,양식음식점,용산구,3132,10,52.92,47.08,54.56,45.44,35119,0,1,1,0,0,0
3120044,일식음식점,용산구,4221,11,52.92,47.08,54.56,45.44,4305,0,0,1,0,0,0
3120044,중식음식점,용산구,3325,10,52.92,47.08,54.56,45.44,8224,0,0,1,0,0,0
3120044,치킨전문점,용산구,3350,11,52.92,47.08,54.56,45.44,196,0,0,0,0,0,1
3120044,커피-음료,용산구,3687,11,52.92,47.08,54.56,45.44,14488,0,0,1,0,0,0
3120044,한식음식점,용산구,3426,11,52.92,47.08,54.56,45.44,142470,0,1,1,1,1,1
3120044,호프-간이주점,용산구,4307,11,52.92,47.08,54.56,45.44,140,0,0,1,0,0,0
3120045,분식전문점,용산구,2671,10,86.41,13.59,53.25,46.75,10624,0,0,0,1,0,0
3120045,양식음식점,용산구,3132,10,86.41,13.59,53.25,46.75,32417,0,1,1,0,0,1
3120045,일식음식점,용산구,4221,11,86.41,13.59,53.25,46.75,19809,0,0,1,0,0,0
3120045,중식음식점,용산구,3325,10,86.41,13.59,53.25,46.75,14612,0,0,1,0,0,0
3120045,치킨전문점,용산구,3350,11,86.41,13.59,53.25,46.75,701,0,0,0,1,0,0
3120045,커피-음료,용산구,3687,11,86.41,13.59,53.25,46.75,19423,0,1,0,0,0,0
3120045,한식음식점,용산구,3426,11,86.41,13.59,53.25,46.75,423198,1,1,1,1,1,1
3120045,호프-간이주점,용산구,4307,11,86.41,13.59,53.25,46.75,176838,1,1,1,1,1,1
3120046,분식전문점,용산구,2671,10,45.38,54.62,50.13,49.87,16743,0,1,0,0,0,0
3120046,양식음식점,용산구,3132,10,45.38,54.62,50.13,49.87,687086,1,1,1,1,1,1
3120046,일식음식점,용산구,4221,11,45.38,54.62,50.13,49.87,27890,0,1,1,0,0,0
3120046,중식음식점,용산구,3325,10,45.38,54.62,50.13,49.87,20719,0,1,0,0,0,0
3120046,치킨전문점,용산구,3350,11,45.38,54.62,50.13,49.87,420,0,0,0,0,0,1
3120046,커피-음료,용산구,3687,11,45.38,54.62,50.13,49.87,97082,1,1,1,1,1,0
3120046,패스트푸드점,용산구,2800,16,45.38,54.62,50.13,49.87,92417,1,1,1,1,1,0
3120046,한식음식점,용산구,3426,11,45.38,54.62,50.13,49.87,399787,1,1,1,1,1,1
3120046,호프-간이주점,용산구,4307,11,45.38,54.62,50.13,49.87,286038,1,1,1,1,1,1
3120047,분식전문점,용산구,2671,10,57.89,42.11,47.85,52.15,42845,0,1,1,1,1,0
3120047,양식음식점,용산구,3132,10,57.89,42.11,47.85,52.15,94662,0,1,1,1,1,1
3120047,일식음식점,용산구,4221,11,57.89,42.11,47.85,52.15,24613,0,0,1,0,0,0
3120047,중식음식점,용산구,3325,10,57.89,42.11,47.85,52.15,28323,0,0,1,0,0,0
3120047,치킨전문점,용산구,3350,11,57.89,42.11,47.85,52.15,2751,0,0,1,0,0,0
3120047,커피-음료,용산구,3687,11,57.89,42.11,47.85,52.15,11659,0,0,1,0,0,0
3120047,패스트푸드점,용산구,2800,16,57.89,42.11,47.85,52.15,4987,0,0,0,0,1,0
3120047,한식음식점,용산구,3426,11,57.89,42.11,47.85,52.15,282844,1,1,1,1,1,1
3120047,호프-간이주점,용산구,4307,11,57.89,42.11,47.85,52.15,83392,1,1,1,1,1,1
3120048,분식전문점,성동구,3682,18,4.82,95.18,46.27,53.73,8053,0,0,0,1,0,0
3120048,중식음식점,성동구,2640,10,4.82,95.18,46.27,53.73,3760,0,0,0,0,1,0
3120048,치킨전문점,성동구,3476,11,4.82,95.18,46.27,53.73,4274,0,0,0,1,0,0
3120048,커피-음료,성동구,5199,13,4.82,95.18,46.27,53.73,141,0,0,0,0,1,0
3120048,패스트푸드점,성동구,7500,16,4.82,95.18,46.27,53.73,6210,0,0,0,1,0,0
3120048,한식음식점,성동구,3283,10,4.82,95.18,46.27,53.73,52226,0,0,1,1,1,1
3120048,호프-간이주점,성동구,3377,8,4.82,95.18,46.27,53.73,20687,0,0,1,1,0,0
3120049,분식전문점,성동구,3682,18,37.91,62.09,46.09,53.91,7596,0,1,0,0,0,0
3120049,양식음식점,성동구,5208,14,37.91,62.09,46.09,53.91,5282,0,1,0,0,0,0
3120049,일식음식점,성동구,3867,11,37.91,62.09,46.09,53.91,17401,0,1,0,0,0,0
3120049,치킨전문점,성동구,3476,11,37.91,62.09,46.09,53.91,6731,1,1,0,0,0,0
3120049,커피-음료,성동구,5199,13,37.91,62.09,46.09,53.91,19522,1,1,0,0,0,0
3120049,패스트푸드점,성동구,7500,16,37.91,62.09,46.09,53.91,4883,0,1,0,0,0,0
3120049,한식음식점,성동구,3283,10,37.91,62.09,46.09,53.91,139360,1,1,1,1,1,1
3120049,호프-간이주점,성동구,3377,8,37.91,62.09,46.09,53.91,46894,1,1,1,0,0,0
3120050,커피-음료,성동구,5199,13,18.37,81.63,48.96,51.04,5038,0,0,1,0,0,0
3120050,한식음식점,성동구,3283,10,18.37,81.63,48.96,51.04,15420,0,1,0,0,0,0
3120051,분식전문점,성동구,3682,18,63.2,36.8,49.39,50.61,20598,1,1,0,0,0,0
3120051,양식음식점,성동구,5208,14,63.2,36.8,49.39,50.61,19778,1,1,0,0,0,0
3120051,일식음식점,성동구,3867,11,63.2,36.8,49.39,50.61,2627,0,0,1,0,0,0
3120051,중식음식점,성동구,2640,10,63.2,36.8,49.39,50.61,10492,0,0,1,0,0,0
3120051,커피-음료,성동구,5199,13,63.2,36.8,49.39,50.61,124833,1,1,1,1,1,1
3120051,패스트푸드점,성동구,7500,16,63.2,36.8,49.39,50.61,9648,0,1,0,0,0,0
3120051,한식음식점,성동구,3283,10,63.2,36.8,49.39,50.61,350134,1,1,1,1,1,1
3120051,호프-간이주점,성동구,3377,8,63.2,36.8,49.39,50.61,26477,0,1,1,0,0,0
3120052,분식전문점,성동구,3682,18,91.6,8.4,52.57,47.43,28969,1,1,1,1,0,0
3120052,양식음식점,성동구,5208,14,91.6,8.4,52.57,47.43,6480,0,0,1,0,0,0
3120052,일식음식점,성동구,3867,11,91.6,8.4,52.57,47.43,54479,1,1,1,1,1,1
3120052,중식음식점,성동구,2640,10,91.6,8.4,52.57,47.43,10129,0,0,1,0,0,0
3120052,치킨전문점,성동구,3476,11,91.6,8.4,52.57,47.43,10162,0,0,1,0,0,0
3120052,커피-음료,성동구,5199,13,91.6,8.4,52.57,47.43,105242,1,1,1,1,1,1
3120052,패스트푸드점,성동구,7500,16,91.6,8.4,52.57,47.43,788,0,1,0,0,0,0
3120052,한식음식점,성동구,3283,10,91.6,8.4,52.57,47.43,397554,1,1,1,1,1,1
3120052,호프-간이주점,성동구,3377,8,91.6,8.4,52.57,47.43,60100,1,1,1,1,1,0
3120053,분식전문점,광진구,3046,15,16.84,83.16,45.81,54.19,63079,1,1,1,1,1,0
3120053,양식음식점,광진구,3682,10,16.84,83.16,45.81,54.19,107369,1,1,1,1,1,1
3120053,일식음식점,광진구,3771,9,16.84,83.16,45.81,54.19,52770,1,1,1,1,1,0
3120053,중식음식점,광진구,3545,8,16.84,83.16,45.81,54.19,74369,1,1,1,1,1,1
3120053,치킨전문점,광진구,2038,11,16.84,83.16,45.81,54.19,20176,1,1,0,0,0,0
3120053,커피-음료,광진구,3287,11,16.84,83.16,45.81,54.19,222208,1,1,1,1,1,1
3120053,패스트푸드점,광진구,2667,10,16.84,83.16,45.81,54.19,45174,1,1,1,1,1,0
3120053,한식음식점,광진구,3554,10,16.84,83.16,45.81,54.19,565510,1,1,1,1,1,1
3120053,호프-간이주점,광진구,3712,9,16.84,83.16,45.81,54.19,283292,1,1,1,1,1,1
3120054,분식전문점,광진구,3046,15,23.62,76.38,47.58,52.42,26383,1,1,1,1,0,0
3120054,양식음식점,광진구,3682,10,23.62,76.38,47.58,52.42,1019,0,1,0,0,0,0
3120054,일식음식점,광진구,3771,9,23.62,76.38,47.58,52.42,14844,1,1,0,0,0,0
3120054,중식음식점,광진구,3545,8,23.62,76.38,47.58,52.42,20978,0,1,0,0,0,0
3120054,치킨전문점,광진구,2038,11,23.62,76.38,47.58,52.42,16498,1,1,0,0,0,0
3120054,커피-음료,광진구,3287,11,23.62,76.38,47.58,52.42,12798,0,1,0,0,0,0
3120054,패스트푸드점,광진구,2667,10,23.62,76.38,47.58,52.42,32488,1,1,1,0,0,0
3120054,한식음식점,광진구,3554,10,23.62,76.38,47.58,52.42,260375,1,1,1,1,1,1
3120054,호프-간이주점,광진구,3712,9,23.62,76.38,47.58,52.42,24069,1,1,0,0,0,0
3120055,분식전문점,광진구,3046,15,40.88,59.12,47.52,52.48,10787,0,0,1,0,0,0
3120055,양식음식점,광진구,3682,10,40.88,59.12,47.52,52.48,6475,0,1,0,0,0,0
3120055,일식음식점,광진구,3771,9,40.88,59.12,47.52,52.48,25811,0,1,1,0,0,0
3120055,중식음식점,광진구,3545,8,40.88,59.12,47.52,52.48,5298,0,0,1,0,0,0
3120055,치킨전문점,광진구,2038,11,40.88,59.12,47.52,52.48,10565,0,0,1,0,0,0
3120055,커피-음료,광진구,3287,11,40.88,59.12,47.52,52.48,29184,0,1,1,0,0,0
3120055,패스트푸드점,광진구,2667,10,40.88,59.12,47.52,52.48,3343,0,0,1,0,0,0
3120055,한식음식점,광진구,3554,10,40.88,59.12,47.52,52.48,451736,1,1,1,1,1,1
3120055,호프-간이주점,광진구,3712,9,40.88,59.12,47.52,52.48,135508,1,1,1,1,1,1
3120056,분식전문점,광진구,3046,15,30.84,69.16,49.41,50.59,20828,0,0,1,0,0,0
3120056,양식음식점,광진구,3682,10,30.84,69.16,49.41,50.59,291,0,0,1,0,0,0
3120056,일식음식점,광진구,3771,9,30.84,69.16,49.41,50.59,21343,0,0,1,0,0,0
3120056,중식음식점,광진구,3545,8,30.84,69.16,49.41,50.59,27849,1,0,0,1,1,1
3120056,치킨전문점,광진구,2038,11,30.84,69.16,49.41,50.59,1260,0,0,0,1,0,0
3120056,커피-음료,광진구,3287,11,30.84,69.16,49.41,50.59,24160,1,1,1,0,0,0
3120056,패스트푸드점,광진구,2667,10,30.84,69.16,49.41,50.59,2088,0,1,0,0,0,0
3120056,한식음식점,광진구,3554,10,30.84,69.16,49.41,50.59,293898,1,1,1,1,1,1
3120056,호프-간이주점,광진구,3712,9,30.84,69.16,49.41,50.59,70617,1,1,1,1,1,0
3120057,분식전문점,광진구,3046,15,39.0,61.0,43.74,56.26,55417,1,1,1,1,1,1
3120057,양식음식점,광진구,3682,10,39.0,61.0,43.74,56.26,10005,0,0,0,1,0,0
3120057,일식음식점,광진구,3771,9,39.0,61.0,43.74,56.26,12108,0,0,1,0,0,0
3120057,중식음식점,광진구,3545,8,39.0,61.0,43.74,56.26,3346,0,0,0,1,0,0
3120057,치킨전문점,광진구,2038,11,39.0,61.0,43.74,56.26,927,0,0,0,0,1,0
3120057,커피-음료,광진구,3287,11,39.0,61.0,43.74,56.26,42132,1,1,1,1,1,0
3120057,패스트푸드점,광진구,2667,10,39.0,61.0,43.74,56.26,25015,1,0,0,1,0,0
3120057,한식음식점,광진구,3554,10,39.0,61.0,43.74,56.26,150777,1,1,1,1,1,1
3120057,호프-간이주점,광진구,3712,9,39.0,61.0,43.74,56.26,11662,0,0,0,0,0,1
3120058,분식전문점,광진구,3046,15,27.04,72.96,45.35,54.65,1447,0,0,1,0,0,0
3120058,중식음식점,광진구,3545,8,27.04,72.96,45.35,54.65,2220,0,0,0,1,0,0
3120058,치킨전문점,광진구,2038,11,27.04,72.96,45.35,54.65,1746,0,0,0,0,1,0
3120058,커피-음료,광진구,3287,11,27.04,72.96,45.35,54.65,1041,0,0,1,0,0,0
3120058,패스트푸드점,광진구,2667,10,27.04,72.96,45.35,54.65,6417,0,0,0,0,1,0
3120058,한식음식점,광진구,3554,10,27.04,72.96,45.35,54.65,33317,0,0,0,1,1,1
3120058,호프-간이주점,광진구,3712,9,27.04,72.96,45.35,54.65,1942,0,0,0,0,1,0
3120059,분식전문점,광진구,3046,15,43.63,56.37,45.06,54.94,2272,1,1,0,0,0,0
3120059,양식음식점,광진구,3682,10,43.63,56.37,45.06,54.94,3654,0,0,0,1,0,0
3120059,일식음식점,광진구,3771,9,43.63,56.37,45.06,54.94,24939,1,0,0,1,1,0
3120059,치킨전문점,광진구,2038,11,43.63,56.37,45.06,54.94,2156,0,0,0,0,1,0
3120059,커피-음료,광진구,3287,11,43.63,56.37,45.06,54.94,11468,0,0,1,0,0,0
3120059,패스트푸드점,광진구,2667,10,43.63,56.37,45.06,54.94,4636,0,0,1,0,0,0
3120059,한식음식점,광진구,3554,10,43.63,56.37,45.06,54.94,151861,1,1,1,1,1,1
3120059,호프-간이주점,광진구,3712,9,43.63,56.37,45.06,54.94,6845,0,0,1,0,0,0
3120060,분식전문점,광진구,3046,15,99.91,0.09,49.06,50.94,33390,1,1,1,1,1,1
3120060,양식음식점,광진구,3682,10,99.91,0.09,49.06,50.94,14701,1,0,0,1,0,0
3120060,일식음식점,광진구,3771,9,99.91,0.09,49.06,50.94,13159,0,1,0,0,0,0
3120060,중식음식점,광진구,3545,8,99.91,0.09,49.06,50.94,6440,0,0,0,1,0,0
3120060,커피-음료,광진구,3287,11,99.91,0.09,49.06,50.94,20107,1,1,0,0,0,0
3120060,패스트푸드점,광진구,2667,10,99.91,0.09,49.06,50.94,9454,0,1,0,0,0,0
3120060,한식음식점,광진구,3554,10,99.91,0.09,49.06,50.94,41819,1,1,1,1,1,1
3120061,분식전문점,광진구,3046,15,83.11,16.89,44.79,55.21,7433,1,0,0,1,0,0
3120061,양식음식점,광진구,3682,10,83.11,16.89,44.79,55.21,2717,0,0,0,1,0,0
3120061,커피-음료,광진구,3287,11,83.11,16.89,44.79,55.21,9824,1,1,0,0,0,0
3120061,한식음식점,광진구,3554,10,83.11,16.89,44.79,55.21,73802,1,0,1,1,1,1
3120062,분식전문점,동대문구,2364,10,78.98,21.02,50.42,49.58,15916,0,0,0,1,0,0
3120062,양식음식점,동대문구,3385,10,78.98,21.02,50.42,49.58,38600,0,0,0,1,1,1
3120062,일식음식점,동대문구,3985,10,78.98,21.02,50.42,49.58,20559,0,0,0,0,0,1
3120062,중식음식점,동대문구,3000,6,78.98,21.02,50.42,49.58,12265,0,0,1,0,0,0
3120062,치킨전문점,동대문구,2333,10,78.98,21.02,50.42,49.58,6218,0,0,0,0,1,0
3120062,커피-음료,동대문구,2695,10,78.98,21.02,50.42,49.58,35714,0,1,1,1,1,1
3120062,패스트푸드점,동대문구,4275,19,78.98,21.02,50.42,49.58,879,0,1,0,0,0,0
3120062,한식음식점,동대문구,3114,7,78.98,21.02,50.42,49.58,305967,1,1,1,1,1,1
3120062,호프-간이주점,동대문구,2632,6,78.98,21.02,50.42,49.58,57153,0,0,1,1,1,1
3120063,분식전문점,동대문구,2364,10,47.69,52.31,48.68,51.32,9079,0,0,0,0,0,1
3120063,중식음식점,동대문구,3000,6,47.69,52.31,48.68,51.32,10414,0,0,0,0,1,0
3120063,치킨전문점,동대문구,2333,10,47.69,52.31,48.68,51.32,3228,0,0,0,1,0,0
3120063,커피-음료,동대문구,2695,10,47.69,52.31,48.68,51.32,16731,1,0,1,0,0,0
3120063,패스트푸드점,동대문구,4275,19,47.69,52.31,48.68,51.32,2800,0,1,0,0,0,0
3120063,한식음식점,동대문구,3114,7,47.69,52.31,48.68,51.32,98553,1,1,1,1,1,1
3120063,호프-간이주점,동대문구,2632,6,47.69,52.31,48.68,51.32,9798,0,1,0,0,0,0
3120064,분식전문점,동대문구,2364,10,12.31,87.69,42.67,57.33,15924,1,1,0,0,0,0
3120064,양식음식점,동대문구,3385,10,12.31,87.69,42.67,57.33,32594,1,1,0,0,0,0
3120064,일식음식점,동대문구,3985,10,12.31,87.69,42.67,57.33,21565,1,1,0,0,0,0
3120064,중식음식점,동대문구,3000,6,12.31,87.69,42.67,57.33,13886,1,1,0,0,0,0
3120064,치킨전문점,동대문구,2333,10,12.31,87.69,42.67,57.33,6925,0,1,0,0,0,0
3120064,커피-음료,동대문구,2695,10,12.31,87.69,42.67,57.33,58419,1,1,1,1,1,0
3120064,패스트푸드점,동대문구,4275,19,12.31,87.69,42.67,57.33,14573,1,1,0,0,0,0
3120064,한식음식점,동대문구,3114,7,12.31,87.69,42.67,57.33,165420,1,1,1,1,1,1
3120064,호프-간이주점,동대문구,2632,6,12.31,87.69,42.67,57.33,31407,1,1,0,0,0,0
3120065,분식전문점,동대문구,2364,10,14.12,85.88,45.19,54.81,23127,1,1,0,0,0,0
3120065,중식음식점,동대문구,3000,6,14.12,85.88,45.19,54.81,4336,0,1,0,0,0,0
3120065,치킨전문점,동대문구,2333,10,14.12,85.88,45.19,54.81,7790,0,1,0,0,0,0
3120065,커피-음료,동대문구,2695,10,14.12,85.88,45.19,54.81,10637,0,1,0,0,0,0
3120065,패스트푸드점,동대문구,4275,19,14.12,85.88,45.19,54.81,470,0,1,0,0,0,0
3120065,한식음식점,동대문구,3114,7,14.12,85.88,45.19,54.81,67673,1,1,1,1,1,1
3120065,호프-간이주점,동대문구,2632,6,14.12,85.88,45.19,54.81,30283,1,1,1,0,0,0
3120066,분식전문점,동대문구,2364,10,63.73,36.27,52.76,47.24,9661,0,0,0,1,0,0
3120066,일식음식점,동대문구,3985,10,63.73,36.27,52.76,47.24,6470,0,0,1,0,0,0
3120066,중식음식점,동대문구,3000,6,63.73,36.27,52.76,47.24,24196,0,0,1,0,0,0
3120066,치킨전문점,동대문구,2333,10,63.73,36.27,52.76,47.24,3294,0,0,0,0,1,0
3120066,커피-음료,동대문구,2695,10,63.73,36.27,52.76,47.24,19197,0,0,1,0,0,0
3120066,패스트푸드점,동대문구,4275,19,63.73,36.27,52.76,47.24,1873,0,1,0,0,0,0
3120066,한식음식점,동대문구,3114,7,63.73,36.27,52.76,47.24,398548,1,1,1,1,1,1
3120066,호프-간이주점,동대문구,2632,6,63.73,36.27,52.76,47.24,22926,0,0,1,1,0,0
3120067,분식전문점,동대문구,2364,10,30.13,69.87,47.7,52.3,35488,1,0,1,1,1,0
3120067,양식음식점,동대문구,3385,10,30.13,69.87,47.7,52.3,4759,0,0,0,1,0,0
3120067,일식음식점,동대문구,3985,10,30.13,69.87,47.7,52.3,18409,0,0,0,1,0,0
3120067,중식음식점,동대문구,3000,6,30.13,69.87,47.7,52.3,10120,0,0,0,1,0,0
3120067,치킨전문점,동대문구,2333,10,30.13,69.87,47.7,52.3,2778,0,0,0,0,1,0
3120067,커피-음료,동대문구,2695,10,30.13,69.87,47.7,52.3,21795,1,0,1,1,0,0
3120067,패스트푸드점,동대문구,4275,19,30.13,69.87,47.7,52.3,11900,1,0,0,1,0,0
3120067,한식음식점,동대문구,3114,7,30.13,69.87,47.7,52.3,212830,1,1,1,1,1,1
3120067,호프-간이주점,동대문구,2632,6,30.13,69.87,47.7,52.3,30546,1,0,1,1,1,0
3120068,분식전문점,중랑구,1422,8,16.9,83.1,47.34,52.66,11862,1,1,0,0,0,0
3120068,일식음식점,중랑구,2572,8,16.9,83.1,47.34,52.66,2097,0,1,0,0,0,0
3120068,치킨전문점,중랑구,2042,9,16.9,83.1,47.34,52.66,2611,0,0,0,0,1,0
3120068,커피-음료,중랑구,2152,9,16.9,83.1,47.34,52.66,26226,1,1,1,0,0,0
3120068,패스트푸드점,중랑구,1833,11,16.9,83.1,47.34,52.66,2657,0,0,0,0,1,0
3120068,한식음식점,중랑구,2073,7,16.9,83.1,47.34,52.66,126176,1,1,1,1,1,1
3120068,호프-간이주점,중랑구,1713,5,16.9,83.1,47.34,52.66,13949,0,0,1,0,0,0
3120069,분식전문점,중랑구,1422,8,13.87,86.13,46.24,53.76,19768,1,1,0,0,0,0
3120069,양식음식점,중랑구,1429,6,13.87,86.13,46.24,53.76,1296,0,0,1,0,0,0
3120069,일식음식점,중랑구,2572,8,13.87,86.13,46.24,53.76,93469,1,1,1,1,1,1
3120069,중식음식점,중랑구,1600,3,13.87,86.13,46.24,53.76,6120,1,1,0,0,0,0
3120069,치킨전문점,중랑구,2042,9,13.87,86.13,46.24,53.76,1275,0,1,0,0,0,0
3120069,커피-음료,중랑구,2152,9,13.87,86.13,46.24,53.76,27720,1,1,1,0,0,0
3120069,패스트푸드점,중랑구,1833,11,13.87,86.13,46.24,53.76,2031,0,0,1,0,0,0
3120069,한식음식점,중랑구,2073,7,13.87,86.13,46.24,53.76,286030,1,1,1,1,1,1
3120069,호프-간이주점,중랑구,1713,5,13.87,86.13,46.24,53.76,25808,1,1,1,0,0,0
3120070,분식전문점,성북구,1885,11,29.81,70.19,45.43,54.57,182,0,0,0,0,1,0
3120070,양식음식점,성북구,2989,8,29.81,70.19,45.43,54.57,32247,0,1,1,0,1,0
3120070,일식음식점,성북구,4341,10,29.81,70.19,45.43,54.57,651,0,0,0,1,0,0
3120070,중식음식점,성북구,3462,6,29.81,70.19,45.43,54.57,1280,0,0,0,0,1,0
3120070,치킨전문점,성북구,2833,10,29.81,70.19,45.43,54.57,5763,0,0,0,0,1,0
3120070,커피-음료,성북구,3447,8,29.81,70.19,45.43,54.57,13581,1,1,0,0,0,0
3120070,패스트푸드점,성북구,6250,16,29.81,70.19,45.43,54.57,22192,1,1,0,0,0,0
3120070,한식음식점,성북구,2953,8,29.81,70.19,45.43,54.57,143574,1,1,1,1,1,1
3120070,호프-간이주점,성북구,3015,9,29.81,70.19,45.43,54.57,3453,0,1,0,0,0,0
3120071,분식전문점,성북구,1885,11,20.63,79.37,44.77,55.23,1344,0,0,0,0,1,0
3120071,일식음식점,성북구,4341,10,20.63,79.37,44.77,55.23,2921,0,0,0,0,1,0
3120071,중식음식점,성북구,3462,6,20.63,79.37,44.77,55.23,1863,0,0,0,0,1,0
3120071,커피-음료,성북구,3447,8,20.63,79.37,44.77,55.23,3150,0,1,0,0,0,0
3120071,한식음식점,성북구,2953,8,20.63,79.37,44.77,55.23,122440,0,1,1,1,1,1
3120071,호프-간이주점,성북구,3015,9,20.63,79.37,44.77,55.23,714,0,0,0,0,1,0
3120072,분식전문점,성북구,1885,11,25.72,74.28,42.0,58.0,99330,1,1,1,1,1,0
3120072,양식음식점,성북구,2989,8,25.72,74.28,42.0,58.0,28685,1,1,0,0,0,0
3120072,일식음식점,성북구,4341,10,25.72,74.28,42.0,58.0,40087,1,1,1,1,1,1
3120072,중식음식점,성북구,3462,6,25.72,74.28,42.0,58.0,17873,1,1,0,0,0,0
3120072,치킨전문점,성북구,2833,10,25.72,74.28,42.0,58.0,3658,0,0,0,0,1,0
3120072,커피-음료,성북구,3447,8,25.72,74.28,42.0,58.0,153003,1,1,1,1,1,1
3120072,패스트푸드점,성북구,6250,16,25.72,74.28,42.0,58.0,14417,1,1,0,0,0,0
3120072,한식음식점,성북구,2953,8,25.72,74.28,42.0,58.0,316794,1,1,1,1,1,1
3120072,호프-간이주점,성북구,3015,9,25.72,74.28,42.0,58.0,69296,1,1,1,1,1,0
3120073,분식전문점,성북구,1885,11,29.77,70.23,42.96,57.04,847,0,0,0,1,0,0
3120073,커피-음료,성북구,3447,8,29.77,70.23,42.96,57.04,18400,0,0,0,1,0,0
3120073,한식음식점,성북구,2953,8,29.77,70.23,42.96,57.04,44179,0,0,0,1,1,1
3120074,분식전문점,성북구,1885,11,11.76,88.24,51.44,48.56,1327,0,1,0,0,0,0
3120074,양식음식점,성북구,2989,8,11.76,88.24,51.44,48.56,11623,1,1,0,0,0,0
3120074,중식음식점,성북구,3462,6,11.76,88.24,51.44,48.56,6733,0,1,0,0,0,0
3120074,치킨전문점,성북구,2833,10,11.76,88.24,51.44,48.56,5883,0,0,0,0,1,0
3120074,커피-음료,성북구,3447,8,11.76,88.24,51.44,48.56,16199,1,1,0,0,0,0
3120074,패스트푸드점,성북구,6250,16,11.76,88.24,51.44,48.56,1435,0,1,0,0,0,0
3120074,한식음식점,성북구,2953,8,11.76,88.24,51.44,48.56,55531,1,1,1,1,1,1
3120074,호프-간이주점,성북구,3015,9,11.76,88.24,51.44,48.56,11156,1,1,0,0,0,0
